Title,SellerSKU,ASIN,,In Stock Level,List Price,CPU,In Stock Value,Supplier,Date Purchased,Notes,,,,
"QlearQuil Sinus & Congestion LiquiCaps, Nighttime 24 Liqui Caps by Procter & Gamble (Pack of 2)",FBA08162016/11.73,B01JP480ZS,,0,23.63,11.73,0,Walgreens,8/16/16,,,,,
"QlearQuil Sinus & Congestion LiquiCaps, Nighttime 24 Liqui Caps by Procter & Gamble (Pack of 2)",FBA08162016/9.2,B01JP480ZS,,0,23.85,9.2,0,Walgreens,8/16/16,,,,,
"Rachael Ray Oven Lovin' Non-Stick 12-Cup Whoopie Pie Pan, Orange",TM01062017/11.8,B005BQADDM,,0,27.5,11.8,0,Tuesday Morning,1/6/17,,,,,
"Rachael Ray Oven Lovin' Non-Stick 12-Cup Whoopie Pie Pan, Orange",FBA04052016__12,B005BQADDM,,0,17,4.26,0,Tuesday Morning,4/4/16,,,,,
"Rachael Ray Serveware 3-Quart Stoneware Mixing Bowl, Purple",FBA04142016__7,B005GEZBOA,,0,48.4,15.38,0,Tuesday Morning,4/11/16,,,,,
"Rachael Ray Serveware Stoneware 2-Piece Mixing Bowls Set, Purple",FBA03282016__2,B005V0BAPI,,0,59.74,20.5,0,Tuesday Morning,3/23/16,,,,,
"Rachael Ray Stoneware 2-3/4-Quart Covered Bubble and Brown Casserround Casserole, Blue",TM09082016/18.8,B002EAYV2C,,0,79.99,18.8,0,Tuesday Morning,9/8/16,,,,,
Raggedy Ann,TG11032016/12.17,B0143MKLW2,,0,19.11,12.17,0,Target,11/3/16,,,,,
"Range Kleen 5735 Set of Four Square Burner Kovers in a Rooster Pattern, 4-Pack",FBA08222016/4.32,B00D4NVDLA,,0,34.99,4.32,0,Tuesday Morning,8/22/16,,,,,
"Range Kleen 5736 Set of Four Square Burner Kovers in a Tuscany Wine Pattern, 4-Pack",FBA06/11/5.33,B00D4NVDQ0,,0,25.99,5.33,0,Tuesday Morning,6/11/16,,,,,
Ravensburger Aquarelle Cafe Arts and Crafts Kit,T04072017/5.12,B00ARSDYSK,,0,18.84,5.12,0,Tuesday Morning,4/7/17,,,,,
Ravensburger Aquarelle World Cities Arts and Crafts Kit,FBA03192016__22,B007G84MNK,,0,18.29,4.26,0,Tuesday Morning,3/23/16,,,,,
Ravensburger Cute Pixie Puzzle (35-Piece),TM03022017/3.41,B00HR3A7EM,,0,12.95,3.41,0,Tuesday Morning,3/2/17,,,,,
Ravensburger In Fashion Puzzle (200 Piece),TM03022017/5.12,B00SP6EDD6,,0,17.75,5.12,0,Tuesday Morning,3/2/17,,,,,
Ravensburger Looking at the World Puzzle (300 Piece),TM03172017/5.12,B00SP6FGEG,,0,24.99,5.12,0,Tuesday Morning,3/17/17,,,,,
Ravensburger Mountain Duel Puzzle (300 Piece),TM03172017/5.06,B00SQ6906K,,0,23.99,5.06,0,Tuesday Morning,3/17/17,,,,,
Ravioli 5 Piece Serving Bowl Set,TM03092017/17.09,B01DDUM9H0,,0,48.99,17.09,0,Tuesday Morning,3/9/17,,,,,
"Razac Perfect for Perms Finishing Creme, 8 Ounce",FBA07012016/2,B000ALIL8M,,0,13.95,2,0,Walgreens,7/1/16,,,,,
"Readings in Medieval History, Volume I: The Early Middle Ages, Fourth Edition [Aug 15, 2010] Geary, Patrick J.",FBA06132016/0,1442601167,,0,25,0,0,Amazon,6/13/16,,,,,
"Readings in Medieval History, Volume II: The Later Middle Ages, Fourth Edition [Aug 15, 2010] Geary, Patrick J.",FBA06132016_0,1442601175,,0,32.99,0,0,Amazon,6/13/16,,,,,
"Reebok Men's Twistform Blaze MT Running Shoe, Black/Coal/Alloy/White, 7 M US",FBA05232016__68,B010W4B9JO,,0,67.96,20.99,0,Amazon,5/21/16,,,,,
"Revlon ColorBurst Lip Butter, Lollipop 0.09 oz (Pack of 2)",BL10312016/3.85,B00VR3ZLE4,,0,15.99,3.85,0,Big Lots,10/31/16,,,,,
"Revlon Powder Blush, 004 Wine Not, 0.17 Ounce",BL04012017//2.56,B00IZF30DG,,0,13,2.56,0,Big Lots,4/1/17,,,,,
"Revlon Powder Blush, Melon-Drama - Pack of 2",Bl03022017/3.85,B00NF9WZS8,,0,18.99,3.85,0,Big Lots,3/2/17,,,,,
"Revlon Super Lustrous Lipstick, Iced Mocha, 0.15 Ounce",FBA05092016__42,B000OF9ATI,,0,11.49,2.14,0,Big Lots,5/6/16,,,,,
Revlon/Super Lustrous Shine Lipstick (Lovers Coral ) 0.15 Oz (4 Ml),BL10172016/3.81,B00SE19H92,,0,9.99,3.81,0,Big Lots,10/17/16,,,,,
Right Guard Sport Deodorant Original Invisible Solid 2 pack,BL09152016/3.85,B01FV96MSS,,0,16.88,3.85,0,Big Lots,9/15/16,,,,,
Right Guard Sport Deodorant Original Invisible Solid 2 pack,BL01212017/2.77,B01FV96MSS,,0,18.49,2.77,0,Big Lots,1/21/17,,,,,
Right Guard Total Defense 5 - Invisible Solid Anti-perspirant & Deodorant Twin Pack (2) 2.6 Oz. - Arctic Refresh Scent,BL09092016/3.4,B00KKUGHLQ,,0,19.99,3.4,0,Big Lots,9/9/16,,,,,
"Right Guard Total Defense Clear Stick, Cool Peak, 2-Ounce Units (Pack of 6)",BL01122017/11.54,B003D7L7OK,,0,118.99,11.54,0,Big Lots,1/12/17,,,,,
"Right Guard Total Defense Clear Stick, Cool Peak, 2-Ounce Units (Pack of 6)",FBA08152016/12.82,B003D7L7OK,,0,79.95,10.68,0,Big Lots,8/30/16,,,,,
"Right Guard Total Defense Clear Stick, Cool Peak, 2-Ounce Units (Pack of 6)",FBA06042016__655,B003D7L7OK,,0,69.98,12.82,0,Big Lots,8/15/16,,,,,
"Right Guard Xtreme Cooling Hair and Body Wash, Cooling with Menthol, 16 fl oz (Pack of 2)",NPS11212016/2.55,B00FB1CE98,,0,15.99,2.55,0,NPS,11/21/16,,,,,
Right Size Hunger Smashing Smoothie Powder - Lean Cocoa Bean - 20.5 0z. (580 g),FBA05232016__73,B004HX4P8O,,0,24.99,8,0,Rite Aid,5/3/16,,,,,
"RightSize Hunger Smashing Smoothie Powder, Skinni Vanilli - 20.5 Oz",FBA05232016__74,B004YGE1KQ,,0,27.49,8,0,Rite Aid,5/3/16,,,,,
"Robotwist Automatic, Adjustable Easy Open Jar Opener",WG01122017/18.8,B01H42KIKS,,0,59.99,18.8,0,Walgreens,1/12/17,,,,,
Rockport Men's Kevka Lake Crossband Brown 13 W (EE),FBA05232016__35,B00LPAEPYG,,0,90,36.99,0,Amazon,5/17/16,,,,,
Rockport Men's Kevka Lake Crossband Brown 13 W (EE),FBA05172016/36.99,B00LPAEPYG,,0,90,36.99,0,Amazon,5/17/16,,,,,
Rockport Men's RocSports Lite ActivFlex Slip On Dark Brown 12 M (D),FBA0602/43.97,B00HK7S3GO,,0,93.5,43.97,0,Amazon,6/2/16,,,,,
Royal Belgian Chocolate Thins Caramel (Package of 2),TM02102017/6.2,B0045TTM10,,0,19.95,6.2,0,Tuesday Morning,2/10/17,,,,,
"Royal Chocolates Belgian Chocolate Thins Hazelnut, 4.4-Ounce (Pack of 6)",TM02092017/18.59,B0045TXWVQ,,0,47.99,18.59,0,Tuesday Morning,2/9/17,,,,,
"Running into the Wind: Bronco Mendenhall--5 Strategies for Building a Successful Team [Aug 27, 2012] Paul Gustavson and Alyson Von Feldt",FBA03052016__3,160907162X,,0,24.49,7.47,0,Seagull Book,3/4/16,,,,,
"Rusk Deepshine Pure Pigments Conditioning Cream Color, 6.56MR-Brilliant Mahog...",FBA04162016__2,B0088GT4I2,,0,13.99,0.53,0,NPS,4/18/16,,,,,
"Russell Stover Solid Milk Chocolate Cross, 1.5 oz.",RA02232017/.91,B004PUL2NA,,0,10.99,0.91,0,Rite Aid,2/23/17,,,,,
Rustic Dusk Jigsaw Puzzle,TM03092017/3.41,B000B6TA90,,0,19.99,3.41,0,Tuesday Morning,3/9/17,,,,,
"RUTA Natural Acting Sleep Aid, 28 Count",FBA17102016/1.86,B00HLERYQG,,0,7.93,1.86,0,Rite Aid,7/1/16,,,,,
"Sally Hansen Eyebrow, Face & Lip Wax, Microwaveable,  wax 1.25 oz (35 g), Extrasoothe lotion 0.5 fl oz (14.7 ml)",FBA061716/3.74,B000AA5VE0,,0,13.49,3.74,0,Walgreens,6/17/16,,,,,
"Sambucol Black Elderberry Kids, 4 oz ( Multi-Pack)",RA11072016/6.45,B002LM9DGW,,0,24,6.45,0,Rite Aid,11/7/16,,,,,
"Sambucol Black Elderberry Kids, 4 oz ( Multi-Pack)",RA01262017/6.56,B002LM9DGW,,0,24.3,6.56,0,Rite Aid,1/26/17,,,,,
Samsung T105 Pre-Paid Cell Phone for TracFone - Black,FBA08162016_4.62,B003NS5GDC,,0,79.99,4.62,0,Rite Aid,8/16/16,,,,,
"Saucony Boys Excursion Alt Closure Sneaker (Little Kid/Big Kid),Blue/Black,2 M US Little Kid",FBA07192016/9.98,B00PJ8V4GC,,0,42,9.98,0,Amazon,7/19/16,,,,,
"Saucony Jazz Hook and Loop Sneaker (Toddler/Little Kid),Grey/Citron,12 M US Little Kid",FBA07192016/14.98,B008JEFI3I,,0,39.99,14.98,0,Amazon,7/19/16,,,,,
"Saucony Women's Velocity Track Spike Racing Shoe,Citron/Blue,6 M US",FBA05232016__70,B00KXDGWTC,,0,39.99,19.99,0,Amazon,5/19/16,,,,,
Scarguard MD 0.5 fl oz,FBA07272016/8.8,B000RABT8U,,0,25.99,8.8,0,Walgreens,7/27/16,,,,,
"Schwarzkopf Essence Ultime Omega Repair Shampoo, 13.5 Ounce",RA01262017/2.13,B00SGGNNBI,,0,13.45,2.13,0,Rite Aid,1/26/17,,,,,
"Schwarzkopf Styliste Ultime Satin Frizz Control & Protect Heat Protection Straightening Style Cream, 6.1 oz (Pack of 2)",FBA08152016/6.41,B00U0JW1OE,,0,15.48,6.41,0,Big Lots,8/15/16,,,,,
"Scrap Quilting with Alex Anderson: Choose the Best Fabric Combinations â€¢ Pick the Perfect Blocks â€¢ Settings to Showcase Your Blocks [Oct 01, 2013] Anderson, Alex",FBA04052016__23,1607057557,,0,10.99,5.33,0,Tuesday Morning,4/1/16,,,,,
Sd Vitamin C Gummies Size 90ct Sundown Vitamin C Gummies 90ct,RA09152016/9.1,B00RZPL9MQ,,0,26.99,9.1,0,Rite Aid,9/15/16,,,,,
"Sebago Men's Wicklow Loafer,Black,11.5 D US",FBA08042016/38.99,B00ENYSFQU,,0,89,38.99,0,Amazon,8/4/16,,,,,
Secura Protective Barrier Ointment 2.47 oz Tube 59431500,NPS09062016/.53,B000QHI2JS,,0,6.62,0.53,0,NPS,9/6/16,,,,,
Sega Genesis AtGames Arcade Ultimate Portable 2015 [Electronic Game],FBA02152016__2,B0111WVW5C,,0,54.98,13.35,0,Walgreen,2/13/16,,,,,
Self-Control Thumball,NPS090616/5.33,B00R9S0WTA,,0,20.99,5.33,0,NPS,9/6/16,,,,,
"Selsun Blue 2-in-1 Treatment Dandruff Shampoo, 11 oz, 2 pk",FBA04272016__87,B00GWTES7E,,0,19.37,2.03,0,Walgreen,4/30/16,,,,,
Sensi-Care Clear Zinc (2 oz. tube),FBA0611/4.26,B00OPEI47S,,0,29.99,4.26,0,NPS,6/10/16,,,,,
"Sensi-Care Protective Barrier Cream (Pack of 3), Item 325614",FBA0611/16.00,B00JJRJIAI,,0,34.99,16,0,NPS,6/10/16,,,,,
"Sequences [Jan 01, 2012] BissiÃ¨re, MichÃ¨le",FBA06132016/8.99,1111354162,,0,24.49,8.99,0,Amazon,6/13/16,,,,,
"Serta iComfort Scrunch Pillow with Dual Effects, Queen",FBA05232016__34,B00OI9W7RS,,0,74.49,25.63,0,NPS,5/20/16,,,,,
Sesame Street Floor Puzzle,TM04072017/5.12,B00FJPACN6,,0,29.99,5.12,0,Tuesday Morning,4/7/17,,,,,
Set of 3 Olay Fresh Effects Shine Minimizing Cleanser DeepClean Honeysuckle White Tea 5 Oz/ 150 Ml,BL09202016_6.93,B019K83DHO,,0,39.99,6.93,0,Big Lots,9/20/16,,,,,
"Set of 5: DreamWorks Trolls Collectible Figures - Poppy, Branch, DJ Suki, Harper, Guy Diamond",TG11212016/20.25,B01M7M76QQ,,0,39.99,20.25,0,Target,11/21/16,,,,,
Sharp Shooters - Take a Risk. Give It a Roll. Play the Game,FBA080620167/1,B000T3QOBM,,0,16.99,1,0,Yard Sale,8/6/16,,,,,
Sharper Image 10x25 Digital Camera Binoculars - - Sharper Image,FBA07252016/16.02,B00GW72LH0,,0,38.25,16.02,0,Tuesday Morning,7/25/16,,,,,
Sharper Image Digital Tranquility Sound Soother,FBA08162016/18.16,B00PGHUB6A,,0,49.95,18.16,0,Tuesday Morning,1/30/17,,,,,
Sharper Image Digital Tranquility Sound Soother,FBA08162016/17.3,B00PGHUB6A,,0,39.95,17.3,0,Tuesday Morning,8/16/16,,,,,
Sharper Image Heated Travel Mug Set,TM11232016/7.08,B00S1NFBPM,,0,29.99,7.08,0,Tuesday Morning,11/23/16,,,,,
Sharper Image Portable / Adjustable 12-LED BBQ Grill Light & Fan,FBA06172016/16.02,B01GF7TZPM,,0,28.49,16.02,0,Tuesday Morning,6/17/16,,,,,
Sharper Image Portable / Adjustable 12-LED BBQ Grill Light & Fan,TM11292016/13.45,B01GF7TZPM,,0,49.99,13.45,0,Tuesday Morning,11/29/16,,,,,
Sharper Image Rechargeable DX-3 Video Drone - 2.4 GHz,TM11232016/45.4,B01LW6G8LW,,0,71.5,45.4,0,Walmart,11/23/16,,,,,
Shopkins Back To School Supplies Poly Vinyl Portfolio Folder Composition Notebook and 1 Subject Notebook Bundle,FBA07212016/4.26SH3,B01I8LG21S,,0,13.92,4.26,0,Toys R Us,7/21/16,,,,,
Shopkins Back To School Supply Bundle Poly Vinyl Portfolio Folder Composition Notebook and 1 Subject Notebook,FBA07212016/3.87SH2,B01I8KXM0S,,0,13.88,3.87,0,Toys R Us,7/21/16,,,,,
Shopkins Double Scene Flip Backpack - Pink - 15 inch,FBA072516/19.22,B01E2UGZ3E,,0,37.71,19.22,0,Toys R Us,7/25/16,,,,,
Shopkins Pencil Case,FBATRU09022016/3.19,B01IP2EV4U,,0,14.99,3.19,0,Toys R Us,9/2/16,,,,,
Silicon Mix Treatment - 16 oz.,FBA07012016/2.13,B007FIYBIC,,0,11.75,2.13,0,Walgreens,7/1/16,,,,,
Silver Cast Metal Nautical Beach 7.5 Kitchen Trivet (Scallop) by DEI,FBA072516/8.54,B00CAUREO8,,0,21.95,8.54,0,Tuesday Morning,7/25/16,,,,,
"Silver Cast Metal Nautical Beach 7.5"" Kitchen Trivet (Starfish)",FBA06042016__348,B00CAWOEA8,,0,19.9,7.99,0,Tuesday Morning,7/25/16,,,,,
"Similasan Cold and Mucus Relief Junior Strength Tablets, 40 Count Pack of 4",RA10142016/7.4,B016Z1WZFA,,0,28,7.4,0,Rite Aid,10/14/16,,,,,
"Simple Kind to Eyes Eye Makeup Remover, 4.2 oz",WG11012016/3.28,B005TI7NPI,,0,15.89,3.28,0,Walgreens,11/1/16,,,,,
Simplicity Deluxe SideWinder Portable Bobbin Winder,FBA04272016__36,B003Z106FK,,0,130.46,56.1,0,Joann,4/25/16,,,,,
Sizzix SophistiCut Die Cut Machine - White - 661765,TM11292016/17.94,B01N8YLG15,,0,31,17.94,0,Tuesday Morning,11/29/16,,,,,
SkinMilk 2 Piece Bath Bars Pack,FBA08152016/1.9,B01BX11UC6,,0,9,1.9,0,Big Lots,8/15/16,,,,,
"Skins A200 Men's Short Sleeve Compression Top, Large, Black/Yellow",FBA0522/27.98,B0054PD05I,,0,80,27.98,0,Amazon,5/22/16,,,,,
Skylanders Imaginators - Xbox One,TRU11242016/40.06,B01GF9L1NO,,0,62.69,40.06,0,Toys R Us,11/24/16,,,,,
Skylanders Trap Team: Fizzy Frenzy Pop Fizz Character Pack [Not Machine Specific],FBA05232016__27,B00NCA8SYK,,0,11.39,3.41,0,Walgreens,5/4/16,,,,,
"Sleepover Set with Sleeping Bag for 18-Inch Dolls - Our Generation ""Polka Dot Sleep Party""",TG11302016/14.2,B00FH361WG,,0,24.9,14.2,0,Target,11/30/16,,,,,
"SLIMQUICK Pure Mixed Berry Gummies Weight Loss Supplement, 60 Count",WG02102017--6.96,B00GXP1QKY,,0,19.99,6.96,0,Walgreens,2/10/17,,,,,
"Slimquick Pure Regular Strength, Lose 3x the Weight, 2x72 Capsules",WG10312016/6.73,B014G6FVQG,,0,42.95,6.73,0,Walgreens,10/31/16,,,,,
SLO-NIACIN TABS 500 MG Size: 100,FBA07202016/1.93,B000GG2JZW,,0,11.99,1.93,0,Walgreens,7/20/16,,,,,
Slo-Niacin Tabs 750 Mg 1,FBA06182016/5.33,B00E5QJH1S,,0,22.99,5.33,0,Rite Aid,6/18/16,,,,,
"SmartyKat Feather Whirl Electronic Motion Cat Toy, As Seen On TV",FBA02152016__15,B00KQGRIKI,,0,14.99,4,0,Walgreen,2/12/16,,,,,
Smith Bros Orange Zest Restore Wellness Powder - 20 Count,FBA08152016/2.66,B019NFZ7PU,,0,13.95,2.66,0,Rite Aid,8/15/16,,,,,
Smithsonian RC T.Rex Radio Controlled Animated Action Dinosaur,TM11282016/17.94,B00NF7NQNI,,0,42.75,17.94,0,Tuesday Morning,11/28/16,,,,,
Soap & Glory Merry Kiss Much 3 pcs Set,WG01122017/4.7,B01M32XLA0,,0,13.96,4.7,0,Walgreens,1/12/17,,,,,
"Social Development [Aug 23, 2010] Parke, Ross D. and Clarke-Stewart, Alison",FBA061316/5.99,470599057,,0,18.49,5.99,0,Amazon,6/13/16,,,,,
"Social Media in Healthcare: Connect, Communicate, Collaborate, 2nd Edition [Paperback] [Feb 20, 2013] Christina Beach Thielst and FACHE",FBA07012016/5.24,1567935761,,0,18.88,5.24,0,Amazon,7/1/16,,,,,
"Sociology of Education: A Critical Reader [Sep 01, 2010] Sadovnik, Alan R.",FBA06302016/6.48,415803705,,0,35.99,6.48,0,Amazon,6/30/16,,,,,
Soft Soap Wld Basil Hnd S Size 10 Z Soft Soap Wild Basil & Lime Light Hand Soap 10oz,RA01132017/3.05,B016C6N3G8,,0,17.99,3.05,0,Rite Aid,2/10/17,,,,,
Softsoap Body Butter Mega Moisture Body Hydrating Wash Heavenly Vanilla 15 oz (Pack of 2),NPS11212016/3.19,B00H3TSQT8,,0,13.05,3.19,0,NPS,11/21/16,,,,,
Softsoap Orchid Petl/Mint Size 10z Soft Soap Orchid Petals & Mint Water Liquid Hand Soap 10z,RA02082017/2.98,B01DNGY30K,,0,23.99,2.98,0,Rite Aid,2/8/17,,,,,
SOHO Batgirl 3-piece Contour Brush Set,WG11022016/5.33,B01M0S4LCP,,0,19.99,5.33,0,Walgreens,11/2/16,,,,,
Soma Care 5 Piece Sport Pack - Hot,NPS03092017/16.02,B01AWXYPVE,,0,34.77,16.02,0,NPS,3/9/17,,,,,
Soma Care Lower Back Pack - Hot,NPS03092017/6.51,B01AWXTBPE,,0,22,6.51,0,NPS,3/9/17,,,,,
Soma Care Neck and Shoulder Pack - Hot,NPS01132017/10.5,B01AWY8YWE,,0,39.49,11.22,0,NPS,1/13/17,,,,,
Soma Care Neck and Shoulder Pack - Hot,NPS01132017/12.81,B01AWY8YWE,,0,39.49,12.81,0,NPS,1/13/17,,,,,
"Somersets Extra Sensitive Shaving Oil, 15ml Bottles (2 Pack)",WG02022017/6.07,B00PHH8OZY,,0,15.99,6.07,0,Walgreens,2/2/17,,,,,
Sony 3DPW30R2HC 3-Pack 8cm DVD+RW with Hangtab,FBA08012016/1.47,B007QOIOX8,,0,8.99,1.47,0,Walgreens,8/1/16,,,,,
"Sony MDR-AS200/ORG Active Sports Headphones, Orange",RA10202016/5.73,B00BN0N0IK,,0,16.65,5.73,0,Rite Aid,10/20/16,,,,,
"South Beach Diet Good To Go Bars, Extra Protein, Iced Cinnamon Pecan, 1.34 Ounce, 5 Count (Pack of 8)",FBA08162016/13.68,B005Y10YY2,,0,59.99,13.68,0,Big Lots,8/16/16,,,,,
"SPARQ Hand-Crafted 100% Natural Soapstone 12"" Pizza Stone",FBA07052016/21.36,B00FYZ07Q8,,0,59.95,21.36,0,Tuesday Morning,7/5/16,,,,,
"SPARQ Hand-Crafted 100% Natural Soapstone 12"" Pizza Stone",TM10222016/10.72,B00FYZ07Q8,,0,53.99,10.72,0,Tuesday Morning,10/22/16,,,,,
Spellbinders Grand Shapeabilities Templates: Hexagon Petal Envelope,FBA07012016/9.61,B005LTUJW4,,0,20.49,9.61,0,Tuesday Morning,7/1/16,,,,,
Spellbinders LF-015 Grand Nestabilities Grand Decorative Circles One Die Templates,FBA03282016__12,B008F4T8OC,,0,44.99,17.09,0,Tuesday Morning,3/29/16,,,,,
"Sperry Top-Sider Men's Hampden Venetian Slip-On Loafer, Amaretto, 11 M US",FBA07222016/29.98,B00L9DN5CW,,0,88.46,29.98,0,Amazon,7/22/16,,,,,
"Sperry Top-Sider Women's A/O Haven Boat Shoe, Coral, 7.5 M US",FBA0602/31.53,B00ZUY7EAU,,0,59.08,31.53,0,Amazon,6/2/16,,,,,
"SPLENDA No Calorie Sweetener Granular, 9.7-Ounce Resealable Bags (Pack of 2)",NPS09062016/8.53,B001E50WDA,,0,23.99,8.53,0,NPS,9/6/16,,,,,
"Splenda, Sugar Blend for Baking, 32 oz",FBA08152016/5.68,B005IHV1N0,,0,19.99,5.68,0,Walmart,8/15/16,,,,,
Splickety Lit You'll Baff Your Lutt Off,FBA04272016__84,B014OJS7V6,,0,39.9,16.02,0,NPS,4/26/16,,,,,
Spode Christmas Tree  Baby's First Christmas Booties Annual 2016 Ornament,TM01052017/4.53,B00P6TDM3C,,0,29.99,4.53,0,Tuesday Morning,1/5/17,,,,,
"Spode/C.R. Gibson Fall Woodland Turkey Collection - Disposable Paper Plate/Napkin Bundle, 72 Pieces / Serves 16",TM11042016/12.82,B014TPEZKW,,0,37.99,12.82,0,Tuesday Morning,11/4/16,,,,,
Sprong Dog Toys - 3 pk,FBA04052016__16,B00AUOYVL0,,0,34.99,7.47,0,Tuesday Morning,4/1/16,,,,,
Spy Gear Voice Changer,TG11212016--12.17,B00NR9Y3RC,,0,17,12.17,0,Target,11/21/16,,,,,
"St. Ives Blemish Control Gel Cleanser, Green Tea 6.75 oz",BL01192017/3.85,B003JT4F3C,,0,17.79,3.85,0,Big Lots,1/19/17,,,,,
"Stacy Adams Men's Garrison Wingtip Oxford,Black,11 M US",FBA08012016/29.58,B0097ZSW9A,,0,56.03,29.58,0,Amazon,8/1/16,,,,,
"Stacy Adams Men's Garrison Wingtip Oxford,Black,12 M US",FBA080116/29.58,B0097ZSYFM,,0,52.97,29.58,0,Amazon,8/1/16,,,,,
"Star Wars Chewbacca 14"" Hideaway Pet",FBA02202016__8,B015YYB93S,,0,19.49,2.13,0,Walgreen,2/8/16,,,,,
Star Wars Episode VII The Force Awakens Vinyl Portfolio Folder 1 Subject Notebook 3 Ring Zipper Pencil Case Erasers and No.2 Lead Real Wood Back to School Bundle,FBA07212016/7.45SW2,B01ICLUUVW,,0,18.99,7.45,0,Toys R Us,7/21/16,,,,,
Stop the Drama Thumball,NPS090616_5.33,B00OGWSU5U,,0,25.99,5.33,0,NPS,9/6/16,,,,,
"Stride Rite Made 2 Play Sneaker Winter Boot(Toddler/Little Kid), Blue, 12 M US Little Kid",FBA05232016__45,B00QI9E4LI,,0,46.99,14.8,0,Amazon,5/19/16,,,,,
"Stride Rite Made 2 Play Sneaker Winter Boot(Toddler/Little Kid), Blue, 4 M US Toddler",FBA05232016__38,B00QI9CSO8,,0,29,14.8,0,Amazon,5/19/16,,,,,
"Stride Rite Made 2 Play Terry Mary Jane (Toddler/Little Kid),Navy,12 M US Little Kid",FBA07022016/13.5,B00QIBWY18,,0,35,13.5,0,Amazon,7/2/16,,,,,
"Student Solutions Manual to accompany Trigonometry, 3e [Paperback] [Feb 01, 2012] Young, Cynthia Y.",FBA08032016,1118101146,,0,46.5,8.98,0,Amazon,8/3/16,,,,,
"Student Solutions Manual with Study Guide, Volume 2 for Serway/Vuille's College Physics, 10th [Jan 06, 2014] Serway, Raymond A. and Vuille, Chris",FBA06392016/6.66,1285866266,,0,17,6.66,0,Amazon,6/30/16,,,,,
Styli-Style 24-Hr Power Line & Seal Twist 24-Eyes - Sparkling Black,RA01122017/1.51,B001U1S53M,,0,7.99,1.51,0,Rite Aid,1/12/17,,,,,
Styli-Style Line & Seal 24 Twist for Eyes 170 Black/Noir,FBA07062016/1.73,B001U1Q4WQ,,0,12.99,1.73,0,Rite Aid,7/6/16,,,,,
Styli-Style Line & Seal 24 Twist for Eyes 171 Extreme Black,FBA070616/1.73,B003CIWG9A,,0,14.99,1.73,0,Rite Aid,7/6/16,,,,,
Styli-Style Line & Seal 24 Twist for Eyes 175 Black - Brown,FBA08162016/1.73,B001U1V53Y,,0,11.49,1.73,0,Rite Aid,8/16/16,,,,,
Suave Luxe Style Volume Blow Dry Spray 5 Ounce (145ml) (3 Pack),BL01212017/8.98,B010RAU8VI,,0,24.99,8.98,0,Big Lots,1/21/17,,,,,
"Suave Naturals Shampoo Soothing, Lavendar and Liliac, 12 Oz. (Pack of 6)",NPS02162017/5.71,B00B42N9B0,,0,29.21,5.71,0,NPS,2/16/17,,,,,
"Suave Professionals Instense Moisture Mask, Coconut Milk Infusion, 8 Ounce",RA01262017//1.86,B0185LCODG,,0,12.72,1.86,0,Rite Aid,1/26/17,,,,,
"Sumersault Curtain Valance, Daniela, 44""",TM10222016/.84,B008BC10L2,,0,9.49,0.84,0,Tuesday Morning,10/22/16,,,,,
Summers Eve Clth Night Ti Size 32ct Summers Eve Night Time Lavender Cleansing Cloth Sensitive Skin 32ct,RA02022017/3.5,B00WBZCLM2,,0,14.96,3.5,0,Rite Aid,2/2/17,,,,,
"Sunbeam BLSBX4-BS 6-Speed Blender, Blue",FBA02152016,B004XBKZM0,,0,46.35,20.28,0,Target,2/8/16,,,,,
"Sunbeam Steam Master 1400 Watt Large-size Anti-Drip Non-Stick Stainless Steel Soleplate Iron with Variable Steam control and 8' Retractable Cord, Chrome/Teal, GCSBSP-201-000",FBA05092016__15,B007HQZO4M,,0,55.99,16.02,0,nps,5/6/16,,,,,
Sundown Naturals Colon Cleanser,FBA08152016/2.85,B00DSEU71M,,0,18.49,2.85,0,Big Lots,8/15/16,,,,,
Sundown Naturals Colon Cleanser,FBA10312016/4.81,B00DSEU71M,,0,18.91,4.81,0,Big Lots,10/31/16,,,,,
Sundown Naturals Potassium Gluconate -- 595 mg - 100 Caplets,FBA08162016/1.19,B00123O136,,0,13.99,1.19,0,Rite Aid,8/16/16,,,,,
"Sundown Naturals Super Snooze with Melatonin Nightime Formula Capsules, 90 Count",FBA05232016__61,B004X8JMT0,,0,34.99,5.87,0,Rite Aid,5/27/16,,,,,
Sundown Naturals Vitamin Supplement High Potency Vitamin C 1000 mg - 300 Caplets,RA09202016/8.37,B00IGGZA00,,0,24.95,8.37,0,Rite Aid,9/20/16,,,,,
Sundown Naturals Vitamin Supplement High Potency Vitamin C 1000 mg - 300 Caplets,RA10152016/10.64,B00IGGZA00,,0,24.9,10.64,0,Rite Aid,10/15/16,,,,,
"Super Wings Transform-a-Bots 4 Pk â€“ Donnie, Dizzy, Jerome, Bello 2â€ù Scale",11162016/12.17,B01JCUYTCS,,0,27.95,12.17,0,Target,11/16/16,,,,,
Swivel Store Organizer Storage System,RA11012016/4.64,B005BY6HRU,,0,38.75,4.64,0,Rite Aid,11/1/16,,,,,
T-Mobile Nokia 1616 Prepaid Cell Phone,RA03092017/4.69,B005IDO6IQ,,0,74.99,4.69,0,Rite Aid,3/9/17,,,,,
